id,question,answer,explanation,category,tags,source,note
2704b-04-3,水管ボイラーについて、誤っているものは次のうちどれか。選択肢3: 二胴形水管ボイラーは、炉壁内面に水管を配した水冷壁と、上下ドラムを連絡する水管群を組み合わせた形式のものが一般的である。,×,元問題の正答選択肢は（1）です。選択肢3の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問4,確認済み
2704b-04-4,水管ボイラーについて、誤っているものは次のうちどれか。選択肢4: 高圧大容量の水管ボイラーには、炉壁全面が水冷壁で、蒸発部の接触伝熱面がわずかしかない放射形ボイラーが多く用いられる。,×,元問題の正答選択肢は（1）です。選択肢4の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問4,確認済み
2704b-04-5,水管ボイラーについて、誤っているものは次のうちどれか。選択肢5: 貫流ボイラーは、管系だけで構成され、蒸気ドラム及び水ドラムを要しないので、高圧ボイラーに適している。,×,元問題の正答選択肢は（1）です。選択肢5の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問4,確認済み
2704b-05-1,温水ボイラーの温度制御に用いるオンオフ式温度調節器(電気式)について、誤っているものは次のうちどれか。選択肢1: 温度調節器は、調節器本体、感温体及びこれらを連結する導管で構成される。,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問5,確認済み
2704b-05-2,温水ボイラーの温度制御に用いるオンオフ式温度調節器(電気式)について、誤っているものは次のうちどれか。選択肢2: 感温体内の液体には、一般にトルエン、エーテル、アルコールなどが用いられる。,×,元問題の正答選択肢は（4）です。選択肢2の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問5,確認済み
2704b-05-3,温水ボイラーの温度制御に用いるオンオフ式温度調節器(電気式)について、誤っているものは次のうちどれか。選択肢3: 感温体は、ボイラー本体に直接取り付けるか、又は保護管を用いて取り付ける。,×,元問題の正答選択肢は（4）です。選択肢3の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問5,確認済み
2704b-05-4,温水ボイラーの温度制御に用いるオンオフ式温度調節器(電気式)について、誤っているものは次のうちどれか。選択肢4: 保護管を用いて感温体を取り付ける場合は、保護管内にシリコングリスを挿入してはならない。,○,元問題の正答選択肢は（4）です。選択肢4の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問5,確認済み
2704b-05-5,温水ボイラーの温度制御に用いるオンオフ式温度調節器(電気式)について、誤っているものは次のうちどれか。選択肢5: 温度調節器は、一般に調節温度の設定及び動作すき間の設定を行う。,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問5,確認済み
2704b-06-1,次の文中の( )内に入れるA及びBの語句の組合せとして、正しいものは1～5のうちどれか。「炉筒煙管ボイラーの管ステーは、(A)よりも肉厚の鋼管を(B)に溶接によって取り付けるか、又はその鋼管の両端にねじを切り、これを(B)に設けたねじ穴にねじ込んで取り付ける。」A B選択肢1: 煙管 管板,○,元問題の正答選択肢は（1）です。選択肢1の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問6,確認済み
2704b-06-2,次の文中の( )内に入れるA及びBの語句の組合せとして、正しいものは1～5のうちどれか。「炉筒煙管ボイラーの管ステーは、(A)よりも肉厚の鋼管を(B)に溶接によって取り付けるか、又はその鋼管の両端にねじを切り、これを(B)に設けたねじ穴にねじ込んで取り付ける。」A B選択肢2: 煙管 胴板,×,元問題の正答選択肢は（1）です。選択肢2の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問6,確認済み
2704b-06-3,次の文中の( )内に入れるA及びBの語句の組合せとして、正しいものは1～5のうちどれか。「炉筒煙管ボイラーの管ステーは、(A)よりも肉厚の鋼管を(B)に溶接によって取り付けるか、又はその鋼管の両端にねじを切り、これを(B)に設けたねじ穴にねじ込んで取り付ける。」A B選択肢3: 管板 煙管,×,元問題の正答選択肢は（1）です。選択肢3の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問6,確認済み
2704b-06-4,次の文中の( )内に入れるA及びBの語句の組合せとして、正しいものは1～5のうちどれか。「炉筒煙管ボイラーの管ステーは、(A)よりも肉厚の鋼管を(B)に溶接によって取り付けるか、又はその鋼管の両端にねじを切り、これを(B)に設けたねじ穴にねじ込んで取り付ける。」A B選択肢4: 胴板 煙管,×,元問題の正答選択肢は（1）です。選択肢4の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問6,確認済み
2704b-06-5,次の文中の( )内に入れるA及びBの語句の組合せとして、正しいものは1～5のうちどれか。「炉筒煙管ボイラーの管ステーは、(A)よりも肉厚の鋼管を(B)に溶接によって取り付けるか、又はその鋼管の両端にねじを切り、これを(B)に設けたねじ穴にねじ込んで取り付ける。」A B選択肢5: 胴板 管板,×,元問題の正答選択肢は（1）です。選択肢5の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問6,確認済み
2704b-07-1,ボイラーの送気系統装置について、誤っているものは次のうちどれか。選択肢1: 主蒸気弁に用いられる仕切弁は、蒸気の流れが弁体内部でS字形になるため、抵抗が大きい。,○,元問題の正答選択肢は（1）です。選択肢1の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問7,確認済み
2704b-07-2,ボイラーの送気系統装置について、誤っているものは次のうちどれか。選択肢2: 減圧弁は、発生蒸気の圧力と使用箇所での蒸気圧力の差が大きいとき又は使用箇所での蒸気圧力を一定に保つときに設けられる。,×,元問題の正答選択肢は（1）です。選択肢2の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問7,確認済み
2704b-07-3,ボイラーの送気系統装置について、誤っているものは次のうちどれか。選択肢3: 気水分離器は、蒸気と水滴を分離するため、胴又はドラム内に設けられる。,×,元問題の正答選択肢は（1）です。選択肢3の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問7,確認済み
2704b-07-4,ボイラーの送気系統装置について、誤っているものは次のうちどれか。選択肢4: 蒸気トラップは、蒸気の使用設備内にたまったドレンを自動的に排出する装置である。,×,元問題の正答選択肢は（1）です。選択肢4の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問7,確認済み
2704b-07-5,ボイラーの送気系統装置について、誤っているものは次のうちどれか。選択肢5: 長い主蒸気管の配置に当たっては、温度の変化による伸縮を自由にするため、湾曲形、ベローズ形、すべり形などの伸縮継手を設ける。,×,元問題の正答選択肢は（1）です。選択肢5の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問7,確認済み
2704b-08-1,ボイラーに使用する計測器について、誤っているものは次のうちどれか。選択肢1: ブルドン管圧力計は、ブルドン管に蒸気が直接入らないように、水を入れたサイホン管などを用いて胴又は蒸気ドラムに取り付ける。,×,元問題の正答選択肢は（2）です。選択肢1の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問8,確認済み
2704b-08-2,ボイラーに使用する計測器について、誤っているものは次のうちどれか。選択肢2: 面積式流量計は、流体が流れている管の中に絞りを挿入すると、入口と出口との間に流量の二乗に比例する圧力差が生じることを利用している。,○,元問題の正答選択肢は（2）です。選択肢2の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問8,確認済み
2704b-08-3,ボイラーに使用する計測器について、誤っているものは次のうちどれか。選択肢3: 容積式流量計は、だ円形のケーシングの中でだ円形歯車を2個組み合わせ、これを流体の流れによって回転させると、流量が歯車の回転数に比例することを利用している。,×,元問題の正答選択肢は（2）です。選択肢3の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問8,確認済み
2704b-08-4,ボイラーに使用する計測器について、誤っているものは次のうちどれか。選択肢4: 二色水面計は、光線の屈折率の差を利用したもので、蒸気部は赤色に、水部は緑色に見える。,×,元問題の正答選択肢は（2）です。選択肢4の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問8,確認済み
2704b-08-5,ボイラーに使用する計測器について、誤っているものは次のうちどれか。選択肢5: U字管式通風計は、計測する場所の空気又はガスの圧力と大気圧との差圧を水柱で示す。,×,元問題の正答選択肢は（2）です。選択肢5の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問8,確認済み
2704b-09-1,ボイラーの自動制御について、誤っているものは次のうちどれか。選択肢1: シーケンス制御は、あらかじめ定められた順序に従って、制御の各段階を順次進めていく制御である。,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問9,確認済み
2704b-09-2,ボイラーの自動制御について、誤っているものは次のうちどれか。選択肢2: オンオフ動作による蒸気圧力制御は、蒸気圧力の変動によって、燃焼、燃焼停止のいずれかの状態をとる。,×,元問題の正答選択肢は（4）です。選択肢2の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問9,確認済み
2704b-09-3,ボイラーの自動制御について、誤っているものは次のうちどれか。選択肢3: ハイ・ロー・オフ動作による蒸気圧力制御は、蒸気圧力の変動によって、高燃焼、低燃焼、燃焼停止のいずれかの状態をとる。,×,元問題の正答選択肢は（4）です。選択肢3の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問9,確認済み
2704b-09-4,ボイラーの自動制御について、誤っているものは次のうちどれか。選択肢4: 比例動作による制御は、偏差が変化する速度に比例して操作量を増減するように動作し制御を行う。,○,元問題の正答選択肢は（4）です。選択肢4の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問9,確認済み
2704b-09-5,ボイラーの自動制御について、誤っているものは次のうちどれか。選択肢5: 積分動作による制御は、偏差の時間的積分に比例して操作量を増減するように動作し制御を行う。,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問9,確認済み
2704b-10-1,暖房用鋳鉄製蒸気ボイラーにハートフォード式連結法により返り管を取り付ける目的は、次のうちどれか。選択肢1: 蒸気圧力の異常な昇圧を防止する。,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問10,確認済み
2704b-10-2,暖房用鋳鉄製蒸気ボイラーにハートフォード式連結法により返り管を取り付ける目的は、次のうちどれか。選択肢2: 熱伝達率を向上させる。,×,元問題の正答選択肢は（4）です。選択肢2の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問10,確認済み
2704b-10-3,暖房用鋳鉄製蒸気ボイラーにハートフォード式連結法により返り管を取り付ける目的は、次のうちどれか。選択肢3: 不純物のボイラーへの混入を防止する。,×,元問題の正答選択肢は（4）です。選択肢3の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問10,確認済み
2704b-10-4,暖房用鋳鉄製蒸気ボイラーにハートフォード式連結法により返り管を取り付ける目的は、次のうちどれか。選択肢4: 低水位事故を防止する。,○,元問題の正答選択肢は（4）です。選択肢4の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問10,確認済み
2704b-10-5,暖房用鋳鉄製蒸気ボイラーにハートフォード式連結法により返り管を取り付ける目的は、次のうちどれか。選択肢5: 燃焼効率を向上させる。,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,ボイラーの構造に関する知識,平成27年4月,平成27年4月 問10,確認済み
2704b-11-1,ボイラーの蒸気圧力上昇時の取扱いについて、誤っているものは次のうちどれか。選択肢1: 点火後は、ボイラー本体に大きな温度差を生じさせないように、かつ、局部的な過熱を生じさせないように時間をかけ、徐々にたき上げる。,×,元問題の正答選択肢は（2）です。選択肢1の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問11,確認済み
2704b-11-2,ボイラーの蒸気圧力上昇時の取扱いについて、誤っているものは次のうちどれか。選択肢2: ボイラーをたき始めると、ボイラー本体の膨張により水位が下降するので、給水を行い常用水位にする。,○,元問題の正答選択肢は（2）です。選択肢2の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問11,確認済み
2704b-11-3,ボイラーの蒸気圧力上昇時の取扱いについて、誤っているものは次のうちどれか。選択肢3: 蒸気が発生し始め、白色の蒸気の放出を確認してから、空気抜き弁を閉じる。,×,元問題の正答選択肢は（2）です。選択肢3の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問11,確認済み
2704b-11-4,ボイラーの蒸気圧力上昇時の取扱いについて、誤っているものは次のうちどれか。選択肢4: 圧力計の指針の動きを注視し、圧力の上昇度合いに応じて燃焼を加減する。,×,元問題の正答選択肢は（2）です。選択肢4の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問11,確認済み
2704b-11-5,ボイラーの蒸気圧力上昇時の取扱いについて、誤っているものは次のうちどれか。選択肢5: 圧力計の指針の動きが円滑でなく機能に疑いがあるときは、圧力が加わっているときでも、圧力計の下部コックを閉め、予備の圧力計と取り替える。,×,元問題の正答選択肢は（2）です。選択肢5の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問11,確認済み
2704b-12-1,ボイラー水位が安全低水面以下に異常低下する原因となる事項として、誤っているものは次のうちどれか。選択肢1: 給水内管の穴が閉そくしている。,×,元問題の正答選択肢は（5）です。選択肢1の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問12,確認済み
2704b-12-2,ボイラー水位が安全低水面以下に異常低下する原因となる事項として、誤っているものは次のうちどれか。選択肢2: 不純物により水面計が閉そくしている。,×,元問題の正答選択肢は（5）です。選択肢2の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問12,確認済み
2704b-12-3,ボイラー水位が安全低水面以下に異常低下する原因となる事項として、誤っているものは次のうちどれか。選択肢3: 吹出し装置の閉止が不完全である。,×,元問題の正答選択肢は（5）です。選択肢3の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問12,確認済み
2704b-12-4,ボイラー水位が安全低水面以下に異常低下する原因となる事項として、誤っているものは次のうちどれか。選択肢4: 蒸気を大量に消費した。,×,元問題の正答選択肢は（5）です。選択肢4の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問12,確認済み
2704b-12-5,ボイラー水位が安全低水面以下に異常低下する原因となる事項として、誤っているものは次のうちどれか。選択肢5: 給水温度が低下した。,○,元問題の正答選択肢は（5）です。選択肢5の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問12,確認済み
2704b-13-1,ボイラーの水面測定装置の取扱いについて、誤っているものは次のうちどれか。選択肢1: 運転開始時の水面計の機能試験は、点火前に残圧がない場合は、たき始めて蒸気圧力が上がり始めたときに行う。,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問13,確認済み
2704b-13-2,ボイラーの水面測定装置の取扱いについて、誤っているものは次のうちどれか。選択肢2: 水面計のコックを開くときは、ハンドルを管軸に対し直角方向にする。,×,元問題の正答選択肢は（4）です。選択肢2の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問13,確認済み
2704b-13-3,ボイラーの水面測定装置の取扱いについて、誤っているものは次のうちどれか。選択肢3: 水柱管の連絡管の途中にある止め弁は、開閉を誤認しないように全開してハンドルを取り外しておく。,×,元問題の正答選択肢は（4）です。選択肢3の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問13,確認済み
2704b-13-4,ボイラーの水面測定装置の取扱いについて、誤っているものは次のうちどれか。選択肢4: 水柱管の水側連絡管は、水柱管に向かって下がり勾こう配となる配管にする。,○,元問題の正答選択肢は（4）です。選択肢4の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問13,確認済み
2704b-13-5,ボイラーの水面測定装置の取扱いについて、誤っているものは次のうちどれか。選択肢5: 水側連絡管のスラッジを排出するため、水柱管下部の吹出し管により毎日1回吹出しを行う。,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問13,確認済み
2704b-14-1,ボイラーの運転を終了するときの一般的な操作順序として、適切なものは1～5のうちどれか。ただし、AからEはそれぞれ次の操作を表す。A .給水を行い、圧力を下げた後、給水弁を閉じ、給水ポンプを止める。B.蒸気弁を閉じ、ドレン弁を開く。C.空気を送入し、炉内及び煙道の換気を行う。D.燃料の供給を停止する。E.ダンパを閉じる。選択肢1: A → B → C → D → Ｅ,×,元問題の正答選択肢は（5）です。選択肢1の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問14,確認済み
2704b-14-2,ボイラーの運転を終了するときの一般的な操作順序として、適切なものは1～5のうちどれか。ただし、AからEはそれぞれ次の操作を表す。A .給水を行い、圧力を下げた後、給水弁を閉じ、給水ポンプを止める。B.蒸気弁を閉じ、ドレン弁を開く。C.空気を送入し、炉内及び煙道の換気を行う。D.燃料の供給を停止する。E.ダンパを閉じる。選択肢2: B → C → A → Ｅ → D,×,元問題の正答選択肢は（5）です。選択肢2の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問14,確認済み
2704b-14-3,ボイラーの運転を終了するときの一般的な操作順序として、適切なものは1～5のうちどれか。ただし、AからEはそれぞれ次の操作を表す。A .給水を行い、圧力を下げた後、給水弁を閉じ、給水ポンプを止める。B.蒸気弁を閉じ、ドレン弁を開く。C.空気を送入し、炉内及び煙道の換気を行う。D.燃料の供給を停止する。E.ダンパを閉じる。選択肢3: C → D → Ｅ → A → B,×,元問題の正答選択肢は（5）です。選択肢3の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問14,確認済み
2704b-14-4,ボイラーの運転を終了するときの一般的な操作順序として、適切なものは1～5のうちどれか。ただし、AからEはそれぞれ次の操作を表す。A .給水を行い、圧力を下げた後、給水弁を閉じ、給水ポンプを止める。B.蒸気弁を閉じ、ドレン弁を開く。C.空気を送入し、炉内及び煙道の換気を行う。D.燃料の供給を停止する。E.ダンパを閉じる。選択肢4: D → A → B → C → Ｅ,×,元問題の正答選択肢は（5）です。選択肢4の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問14,確認済み
2704b-14-5,ボイラーの運転を終了するときの一般的な操作順序として、適切なものは1～5のうちどれか。ただし、AからEはそれぞれ次の操作を表す。A .給水を行い、圧力を下げた後、給水弁を閉じ、給水ポンプを止める。B.蒸気弁を閉じ、ドレン弁を開く。C.空気を送入し、炉内及び煙道の換気を行う。D.燃料の供給を停止する。E.ダンパを閉じる。選択肢5: D → C → A → B → Ｅ,○,元問題の正答選択肢は（5）です。選択肢5の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問14,確認済み
2704b-15-1,ボイラーのばね安全弁及び逃がし弁の調整及び試験について、誤っているものは次のうちどれか。選択肢1: 安全弁の調整ボルトを定められた位置に設定した後、ボイラーの圧力をゆっくり上昇させて安全弁を作動させ、吹出し圧力及び吹止まり圧力を確認する。,×,元問題の正答選択肢は（2）です。選択肢1の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問15,確認済み
2704b-15-2,ボイラーのばね安全弁及び逃がし弁の調整及び試験について、誤っているものは次のうちどれか。選択肢2: 安全弁が設定圧力になっても作動しない場合は、直ちにボイラーの圧力を設定圧力の80%程度まで下げ、調整ボルトを締めて再度試験する。,○,元問題の正答選択肢は（2）です。選択肢2の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問15,確認済み
2704b-15-3,ボイラーのばね安全弁及び逃がし弁の調整及び試験について、誤っているものは次のうちどれか。選択肢3: ボイラー本体に安全弁が2個ある場合は、1個を最高使用圧力以下で先に作動するように調整し、他を最高使用圧力の3%増以下で作動するように調整する。,×,元問題の正答選択肢は（2）です。選択肢3の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問15,確認済み
2704b-15-4,ボイラーのばね安全弁及び逃がし弁の調整及び試験について、誤っているものは次のうちどれか。選択肢4: エコノマイザの逃がし弁(安全弁)は、ボイラー本体の安全弁より高い圧力に調整する。,×,元問題の正答選択肢は（2）です。選択肢4の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問15,確認済み
2704b-15-5,ボイラーのばね安全弁及び逃がし弁の調整及び試験について、誤っているものは次のうちどれか。選択肢5: 最高使用圧力の異なるボイラーが連絡している場合、各ボイラーの安全弁は、最高使用圧力の最も低いボイラーを基準に調整する。,×,元問題の正答選択肢は（2）です。選択肢5の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問15,確認済み
2704b-16-1,ボイラーの休止中の保存法について、誤っているものは次のうちどれか。選択肢1: ボイラーの燃焼側及び煙道は、すすや灰を完全に除去して、防錆せい油又は防錆剤などを塗布する。,×,元問題の正答選択肢は（2）です。選択肢1の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問16,確認済み
2704b-16-2,ボイラーの休止中の保存法について、誤っているものは次のうちどれか。選択肢2: 乾燥保存法は、休止期間が3か月程度以内の比較的短期間休止する場合に採用される。,○,元問題の正答選択肢は（2）です。選択肢2の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問16,確認済み
2704b-16-3,ボイラーの休止中の保存法について、誤っているものは次のうちどれか。選択肢3: 乾燥保存法では、ボイラー水を全部排出して内外面を清掃した後、少量の燃料を燃焼させ完全に乾燥させる。,×,元問題の正答選択肢は（2）です。選択肢3の正誤を確認しましょう。,ボイラーの取扱いに関する知識,平成27年4月,平成27年4月 問16,確認済み
